20130210,AA,8.92,8.95,8.84,8.86,15077700
20091211,MMM,100.77,101.21,100.58,100.77,1987600
20091211,AXP,59.46,59.74,59.21,59.41,4618600
20091211,T,35.38,35.47,35.00,35.23,28233900
20091211,BAC,11.58,11.69,11.46,11.48,139733000
20091211,BA,74.29,75.53,74.25,75.21,5799800
20091211,CAT,98.76,98.87,97.91,98.26,5765000
20091211,CVX,115.02,115.89,114.29,115.20,6397600
20091211,CSCO,20.87,21.13,20.79,20.82,32053300
20091211,KO,37.48,37.58,37.30,37.35,9456300
20091211,DD,47.60,47.80,47.39,47.44,4129000
20091211,XOM,89.41,89.62,88.84,89.15,13347300
20091211,GE,22.41,22.49,22.28,22.31,35836600
20091211,HPQ,16.31,16.70,16.15,16.18,16561800
20091211,HD,66.86,67.22,66.32,66.36,4741000
20091211,INTC,21.30,21.38,21.15,21.16,38345600
20091211,IBM,204.19,205.02,203.57,203.79,3188800
20091211,JNJ,73.56,74.25,73.56,74.11,9200700
20091211,JPM,47.54,47.81,47.38,47.68,20822600
20091211,MCD,95.40,95.79,94.50,94.60,5933300
20091211,MRK,41.39,41.66,40.83,40.85,29409700
20091211,MSFT,27.87,28.02,27.42,27.44,50540000
20091211,PFE,27.37,27.48,27.17,27.17,30855600
20091211,PG,75.69,75.80,74.95,75.25,11086000
20091211,TRV,78.57,78.83,77.79,78.00,3545600
20091211,UNH,55.32,56.37,55.32,55.75,4795700
20091211,UTX,90.43,90.75,89.18,89.54,5894000
20091211,VZ,44.25,44.75,44.02,44.52,14188500
20091211,WMT,69.44,69.90,69.13,69.63,10759300
20091211,DIS,54.16,54.50,53.80,53.90,7717400
