20130210,AA,8.97,9.02,8.91,9.00,22221400
20091211,MMM,98.42,98.80,98.04,98.74,3187900
20091211,AXP,59.87,60.28,58.90,59.78,9935600
20091211,T,32.82,33.44,32.76,33.44,38661000
20091211,BAC,11.26,11.33,11.02,11.14,179971800
20091211,BA,75.16,75.16,74.29,75.04,10829000
20091211,CAT,96.43,97.62,96.09,97.62,8330900
20091211,CVX,115.23,115.24,114.06,115.24,8538000
20091211,CSCO,20.85,21.04,20.81,21.02,42835000
20091211,KO,37.49,37.71,37.31,37.70,14056100
20091211,DD,46.50,47.02,46.40,46.99,8616500
20091211,XOM,90.09,90.83,89.83,90.80,17196000
20091211,GE,21.94,22.19,21.59,22.04,113079400
20091211,HPQ,16.86,17.17,16.86,17.11,23546400
20091211,HD,65.15,65.48,64.96,65.47,6534400
20091211,INTC,21.36,21.44,21.03,21.25,143760400
20091211,IBM,194.03,195.00,193.80,194.47,4559600
20091211,JNJ,72.90,73.23,72.79,73.23,13558600
20091211,JPM,46.38,46.60,46.18,46.46,28679100
20091211,MCD,92.07,92.30,91.85,92.26,5579900
20091211,MRK,42.88,42.98,42.65,42.98,16434100
20091211,MSFT,27.10,27.29,27.04,27.25,52167700
20091211,PFE,26.58,26.67,26.34,26.54,54782000
20091211,PG,69.69,70.00,69.67,69.94,10610800
20091211,TRV,76.09,76.67,75.95,76.31,2672100
20091211,UNH,54.40,54.63,54.22,54.56,7023900
20091211,UTX,86.71,87.36,86.24,86.95,4220000
20091211,VZ,42.20,42.54,42.07,42.54,14149500
20091211,WMT,68.85,69.20,68.85,69.20,7813400
20091211,DIS,52.24,52.34,51.81,52.34,8490900
