20130210,AA,8.94,8.97,8.87,8.90,14288400
20091211,MMM,102.65,102.74,101.46,102.22,2277600
20091211,AXP,60.56,62.34,60.55,62.14,11977900
20091211,T,35.44,35.55,35.06,35.27,19054700
20091211,BAC,11.97,11.98,11.73,11.84,173209900
20091211,BA,76.32,77.54,76.28,77.43,7773000
20091211,CAT,97.42,98.16,95.21,96.11,6210100
20091211,CVX,115.99,116.00,114.33,115.02,5423900
20091211,CSCO,21.21,21.26,21.00,21.10,34442900
20091211,KO,38.42,39.06,38.35,38.91,18805300
20091211,DD,47.44,47.49,46.82,47.29,4895100
20091211,XOM,89.21,89.22,87.61,88.25,13463300
20091211,GE,22.50,22.51,22.27,22.48,38325900
20091211,HPQ,16.64,16.67,16.27,16.44,16287600
20091211,HD,66.65,66.70,65.83,66.31,5743500
20091211,INTC,20.97,20.97,20.70,20.81,41015200
20091211,IBM,200.62,200.91,198.68,199.74,3076700
20091211,JNJ,74.82,75.20,74.68,75.06,9798200
20091211,JPM,48.65,48.75,47.90,48.23,21429600
20091211,MCD,95.03,95.06,94.07,94.63,5619600
20091211,MRK,41.10,41.30,40.88,41.00,16174300
20091211,MSFT,27.35,27.39,27.10,27.28,38028300
20091211,PFE,27.33,27.36,26.93,26.96,38418100
20091211,PG,75.98,76.42,75.79,76.15,9897000
20091211,TRV,79.14,79.16,78.05,79.12,2285900
20091211,UNH,57.36,57.50,56.65,57.05,6050700
20091211,UTX,89.54,89.95,88.61,89.95,3780700
20091211,VZ,44.64,44.75,44.12,44.46,8837200
20091211,WMT,71.44,71.64,70.90,71.23,8306900
20091211,DIS,54.07,54.48,53.41,54.36,11723200
